Date,Value Date,Instrument No.,Particulars,Debit,Credit,Balance
30 Nov 2024,30 Nov 2024,,Raast IBFT to OMAR ZAMAN,5285.5,1119.12,310851.74
24 Dec 2024,24 Dec 2024,,INET Inter Bank Fund Transfer Charges,22742.15,10840.0,72080.29
29 Nov 2024,29 Nov 2024,,Raast IBFT to OMAR ZAMAN,21183.19,9619.17,191700.42
01 Feb 2025,01 Feb 2025,,INET Inter Bank Fund Transfer Charges,18058.81,23149.21,74454.03
06 Jan 2025,06 Jan 2025,,Raast IBFT to IQRA PARVEEN,22125.41,15429.72,134224.34
20 Nov 2024,20 Nov 2024,241103,Mobile App MARYAM BEGUM,10553.9,24842.85,378265.79
28 Jan 2025,28 Jan 2025,,Raast IBFT to IQRA PARVEEN,20216.96,15197.74,323834.19
14 Dec 2024,14 Dec 2024,388781,Raast IBFT to IQRA PARVEEN,11494.46,8071.27,332777.52
26 Dec 2024,26 Dec 2024,,Raast IBFT to OMAR ZAMAN,5602.48,18274.1,140841.79
19 Nov 2024,19 Nov 2024,746222,Raast IBFT to IQRA PARVEEN,15204.24,11452.5,303096.49
06 Dec 2024,06 Dec 2024,,Raast IBFT to IQRA PARVEEN,23307.19,7904.37,221314.66
25 Dec 2024,25 Dec 2024,,Raast IBFT to IQRA PARVEEN,15773.59,8042.24,103612.17
31 Jan 2025,31 Jan 2025,430914,Mobile App MARYAM BEGUM,1609.56,14760.56,356517.91
24 Jan 2025,24 Jan 2025,038427,INET Inter Bank Fund Transfer Charges,23608.28,12773.48,470577.81
06 Feb 2025,06 Feb 2025,,Raast IBFT to OMAR ZAMAN,21621.68,21164.55,237295.53
28 Jan 2025,28 Jan 2025,429250,Raast IBFT to OMAR ZAMAN,23176.7,17407.11,362431.37
14 Jan 2025,14 Jan 2025,941186,Raast IBFT to OMAR ZAMAN,12034.66,4910.76,39934.23
07 Jan 2025,07 Jan 2025,,Mobile App MARYAM BEGUM,18887.31,18353.41,236922.45
19 Dec 2024,19 Dec 2024,540868,Raast IBFT to IQRA PARVEEN,1730.64,1336.71,244795.36
20 Dec 2024,20 Dec 2024,,Mobile App MARYAM BEGUM,10989.48,17783.68,247005.74
13 Dec 2024,13 Dec 2024,,Raast IBFT to IQRA PARVEEN,6010.35,20653.95,130037.53
14 Dec 2024,14 Dec 2024,522353,INET Inter Bank Fund Transfer Charges,19276.12,3367.66,176939.04
07 Jan 2025,07 Jan 2025,491375,Mobile App MARYAM BEGUM,9245.79,20740.88,135049.29
27 Jan 2025,27 Jan 2025,424386,Mobile App MARYAM BEGUM,17118.51,23457.51,14491.38
05 Jan 2025,05 Jan 2025,,Raast IBFT to IQRA PARVEEN,3688.01,19607.09,66635.53
30 Jan 2025,30 Jan 2025,141947,INET Inter Bank Fund Transfer Charges,23636.82,2040.63,374538.94
06 Nov 2024,06 Nov 2024,,Raast IBFT to IQRA PARVEEN,1461.63,13345.13,442746.15
18 Jan 2025,18 Jan 2025,462094,Raast IBFT to IQRA PARVEEN,13280.53,18779.34,49840.53
13 Dec 2024,13 Dec 2024,005143,Raast IBFT to OMAR ZAMAN,17251.04,15054.14,82865.56
03 Jan 2025,03 Jan 2025,,Mobile App MARYAM BEGUM,4609.54,1028.58,466784.59
07 Feb 2025,07 Feb 2025,,Raast IBFT to IQRA PARVEEN,2055.1,2004.22,400768.49
21 Dec 2024,21 Dec 2024,,Raast IBFT to OMAR ZAMAN,3325.09,14576.77,34520.22
17 Dec 2024,17 Dec 2024,,Raast IBFT to IQRA PARVEEN,14638.13,22134.05,97591.75
26 Dec 2024,26 Dec 2024,,Raast IBFT to IQRA PARVEEN,23666.18,9386.56,180027.62
22 Nov 2024,22 Nov 2024,750883,Raast IBFT to IQRA PARVEEN,6230.01,14268.34,136523.43
06 Feb 2025,06 Feb 2025,188974,Mobile App MARYAM BEGUM,5323.33,14350.61,227841.15
23 Dec 2024,23 Dec 2024,,Raast IBFT to OMAR ZAMAN,10133.97,19844.19,104693.82
11 Dec 2024,11 Dec 2024,582099,Mobile App MARYAM BEGUM,7305.42,20535.83,320328.54
22 Jan 2025,22 Jan 2025,550987,Raast IBFT to OMAR ZAMAN,3132.43,6662.98,57297.16
20 Dec 2024,20 Dec 2024,,Raast IBFT to OMAR ZAMAN,22991.51,16589.53,417699.02
04 Dec 2024,04 Dec 2024,208588,INET Inter Bank Fund Transfer Charges,13039.53,18605.92,471148.72
06 Dec 2024,06 Dec 2024,,Mobile App MARYAM BEGUM,20215.04,10427.48,439628.51
23 Dec 2024,23 Dec 2024,,Raast IBFT to OMAR ZAMAN,6072.78,7022.54,132249.61
28 Nov 2024,28 Nov 2024,,Raast IBFT to OMAR ZAMAN,13778.51,13835.74,443294.65
08 Dec 2024,08 Dec 2024,433116,Mobile App MARYAM BEGUM,24680.42,10231.9,148516.85
27 Jan 2025,27 Jan 2025,799091,Raast IBFT to IQRA PARVEEN,24383.85,20655.0,448396.79
20 Dec 2024,20 Dec 2024,458201,Raast IBFT to IQRA PARVEEN,19434.62,10120.11,412894.87
04 Jan 2025,04 Jan 2025,,Mobile App MARYAM BEGUM,6332.13,17759.43,434065.32
28 Dec 2024,28 Dec 2024,,INET Inter Bank Fund Transfer Charges,19265.71,20704.69,495144.92
31 Jan 2025,31 Jan 2025,,INET Inter Bank Fund Transfer Charges,10510.02,20127.53,414281.97
26 Jan 2025,26 Jan 2025,889243,Raast IBFT to OMAR ZAMAN,12512.99,24899.31,245392.72
26 Jan 2025,26 Jan 2025,,Mobile App MARYAM BEGUM,17269.62,9019.66,103563.03
06 Nov 2024,06 Nov 2024,,Raast IBFT to IQRA PARVEEN,15711.45,20865.35,159092.48
27 Dec 2024,27 Dec 2024,,Mobile App MARYAM BEGUM,21522.73,22960.22,90907.37
28 Dec 2024,28 Dec 2024,,Raast IBFT to OMAR ZAMAN,10712.26,22851.64,128969.17
21 Jan 2025,21 Jan 2025,,Mobile App MARYAM BEGUM,11188.22,815.77,215888.37
28 Jan 2025,28 Jan 2025,,Raast IBFT to OMAR ZAMAN,20311.84,17471.59,306879.06
01 Dec 2024,01 Dec 2024,,INET Inter Bank Fund Transfer Charges,9947.49,9723.32,310953.21
04 Jan 2025,04 Jan 2025,346281,INET Inter Bank Fund Transfer Charges,9542.15,7005.79,416256.71
11 Dec 2024,11 Dec 2024,432802,Mobile App MARYAM BEGUM,11505.82,4977.77,280165.57
10 Dec 2024,10 Dec 2024,463163,Raast IBFT to OMAR ZAMAN,24768.32,9535.22,289708.3
14 Dec 2024,14 Dec 2024,627603,Mobile App MARYAM BEGUM,17967.41,5321.82,213994.08
09 Nov 2024,09 Nov 2024,705420,Raast IBFT to OMAR ZAMAN,15808.86,24078.52,275505.97
28 Nov 2024,28 Nov 2024,363282,Raast IBFT to IQRA PARVEEN,8131.05,11411.37,363047.92
09 Feb 2025,09 Feb 2025,509744,INET Inter Bank Fund Transfer Charges,3206.55,17519.02,234664.5
15 Dec 2024,15 Dec 2024,014387,Mobile App MARYAM BEGUM,6519.27,13887.88,458524.81
25 Jan 2025,25 Jan 2025,,Raast IBFT to IQRA PARVEEN,12420.32,9022.59,61097.79
08 Jan 2025,08 Jan 2025,,Raast IBFT to OMAR ZAMAN,19024.73,20518.73,226349.24
13 Jan 2025,13 Jan 2025,747158,Mobile App MARYAM BEGUM,20099.83,13860.88,191731.68
17 Jan 2025,17 Jan 2025,664407,Raast IBFT to OMAR ZAMAN,9307.96,9537.8,131447.86
25 Nov 2024,25 Nov 2024,072745,Raast IBFT to OMAR ZAMAN,9832.61,19013.88,201213.84
02 Dec 2024,02 Dec 2024,,INET Inter Bank Fund Transfer Charges,24767.99,21908.5,460416.81
20 Nov 2024,20 Nov 2024,968533,Raast IBFT to OMAR ZAMAN,14166.16,16974.6,318429.85
10 Dec 2024,10 Dec 2024,358750,Raast IBFT to OMAR ZAMAN,10951.41,17357.42,298702.47
18 Jan 2025,18 Jan 2025,507405,Raast IBFT to OMAR ZAMAN,7319.68,1851.23,295496.06
10 Dec 2024,10 Dec 2024,199817,Mobile App MARYAM BEGUM,23563.4,15937.03,124471.23
25 Nov 2024,25 Nov 2024,,Raast IBFT to IQRA PARVEEN,3591.14,20355.38,186351.42
16 Dec 2024,16 Dec 2024,273924,Raast IBFT to OMAR ZAMAN,15927.29,18529.66,429987.85
10 Dec 2024,10 Dec 2024,709511,Raast IBFT to OMAR ZAMAN,8871.99,3665.3,255348.6
12 Jan 2025,12 Jan 2025,106510,Raast IBFT to OMAR ZAMAN,1583.14,16148.12,129277.47
14 Jan 2025,14 Jan 2025,589935,Mobile App MARYAM BEGUM,12733.4,18507.07,214843.17
21 Jan 2025,21 Jan 2025,,Mobile App MARYAM BEGUM,5425.6,11942.15,465252.23
17 Dec 2024,17 Dec 2024,,INET Inter Bank Fund Transfer Charges,12407.07,20108.54,48777.69
04 Jan 2025,04 Jan 2025,039605,Mobile App MARYAM BEGUM,22459.32,20445.4,344099.55
28 Nov 2024,28 Nov 2024,162373,Mobile App MARYAM BEGUM,16203.42,107.74,24654.48
13 Jan 2025,13 Jan 2025,,Raast IBFT to IQRA PARVEEN,5065.25,9122.24,53581.19
08 Feb 2025,08 Feb 2025,187346,Mobile App MARYAM BEGUM,13703.04,8412.61,380467.28
19 Dec 2024,19 Dec 2024,,Raast IBFT to OMAR ZAMAN,4695.73,15073.48,266192.65
31 Dec 2024,31 Dec 2024,,Raast IBFT to OMAR ZAMAN,7918.99,16750.15,328695.51
17 Jan 2025,17 Jan 2025,395416,Mobile App MARYAM BEGUM,24000.56,19620.74,358996.86
24 Jan 2025,24 Jan 2025,,Raast IBFT to OMAR ZAMAN,10104.53,16921.13,391465.73
13 Nov 2024,13 Nov 2024,,INET Inter Bank Fund Transfer Charges,4342.25,22904.64,351854.5
02 Feb 2025,02 Feb 2025,195826,INET Inter Bank Fund Transfer Charges,7215.65,12989.9,187428.4
24 Nov 2024,24 Nov 2024,838595,INET Inter Bank Fund Transfer Charges,15102.34,8214.37,233156.76
02 Jan 2025,02 Jan 2025,,INET Inter Bank Fund Transfer Charges,20027.52,24089.28,276275.1
10 Nov 2024,10 Nov 2024,305925,Mobile App MARYAM BEGUM,14927.7,20001.41,122336.93
14 Nov 2024,14 Nov 2024,,Raast IBFT to IQRA PARVEEN,10911.58,10791.17,281858.62
14 Dec 2024,14 Dec 2024,,Raast IBFT to IQRA PARVEEN,13772.89,10989.98,80220.58
19 Jan 2025,19 Jan 2025,,Raast IBFT to OMAR ZAMAN,23321.44,4677.14,153872.67
02 Dec 2024,02 Dec 2024,847730,INET Inter Bank Fund Transfer Charges,5344.05,12214.14,319506.87
31 Jan 2025,31 Jan 2025,,Raast IBFT to IQRA PARVEEN,3481.82,15997.29,428267.7
06 Feb 2025,06 Feb 2025,,Mobile App MARYAM BEGUM,18915.02,3233.99,30850.51
11 Dec 2024,11 Dec 2024,,Raast IBFT to OMAR ZAMAN,11450.83,21320.81,380254.79
31 Dec 2024,31 Dec 2024,938261,Raast IBFT to OMAR ZAMAN,12493.92,10103.62,432567.15
24 Dec 2024,24 Dec 2024,350631,INET Inter Bank Fund Transfer Charges,15662.84,2352.04,173972.6
06 Dec 2024,06 Dec 2024,,INET Inter Bank Fund Transfer Charges,17984.44,7466.43,287087.44
09 Dec 2024,09 Dec 2024,736406,Raast IBFT to IQRA PARVEEN,4788.83,6448.56,447953.09
05 Jan 2025,05 Jan 2025,,INET Inter Bank Fund Transfer Charges,23197.8,14932.22,449484.79
05 Feb 2025,05 Feb 2025,654954,Raast IBFT to OMAR ZAMAN,17767.49,8457.31,220305.8
27 Jan 2025,27 Jan 2025,,Mobile App MARYAM BEGUM,4082.95,4949.87,440962.98
04 Nov 2024,04 Nov 2024,,Raast IBFT to IQRA PARVEEN,14992.8,8542.56,317065.63
11 Jan 2025,11 Jan 2025,,Raast IBFT to OMAR ZAMAN,15811.51,7855.4,322134.92
13 Nov 2024,13 Nov 2024,,INET Inter Bank Fund Transfer Charges,13142.98,6989.44,188858.35
25 Dec 2024,25 Dec 2024,258515,Raast IBFT to IQRA PARVEEN,7642.4,10030.38,60160.2
02 Feb 2025,02 Feb 2025,,Mobile App MARYAM BEGUM,4338.99,19799.9,243423.21
12 Jan 2025,12 Jan 2025,,INET Inter Bank Fund Transfer Charges,6600.05,6133.36,40340.75
25 Nov 2024,25 Nov 2024,,Mobile App MARYAM BEGUM,7454.77,14520.29,43868.03
01 Nov 2024,01 Nov 2024,228670,Raast IBFT to IQRA PARVEEN,10552.71,5381.27,307773.07
14 Nov 2024,14 Nov 2024,,Raast IBFT to OMAR ZAMAN,16985.43,12343.2,67847.25
11 Dec 2024,11 Dec 2024,811848,INET Inter Bank Fund Transfer Charges,20067.19,19258.51,143856.71
06 Feb 2025,06 Feb 2025,,Raast IBFT to IQRA PARVEEN,18297.91,22371.47,483752.47
30 Dec 2024,30 Dec 2024,431632,Raast IBFT to IQRA PARVEEN,1074.86,13262.33,348734.23
01 Nov 2024,01 Nov 2024,581316,INET Inter Bank Fund Transfer Charges,13798.96,19681.45,199218.97
11 Dec 2024,11 Dec 2024,,Raast IBFT to OMAR ZAMAN,13053.6,6251.69,31280.78
07 Nov 2024,07 Nov 2024,460479,Mobile App MARYAM BEGUM,17937.1,24228.58,470518.95
01 Feb 2025,01 Feb 2025,,Raast IBFT to IQRA PARVEEN,11829.3,18040.21,393445.46
05 Feb 2025,05 Feb 2025,841303,INET Inter Bank Fund Transfer Charges,15797.48,4320.69,433473.84
28 Dec 2024,28 Dec 2024,029075,INET Inter Bank Fund Transfer Charges,10091.01,2611.18,309170.35
07 Jan 2025,07 Jan 2025,,Raast IBFT to OMAR ZAMAN,19525.07,18283.95,365235.92
13 Jan 2025,13 Jan 2025,,INET Inter Bank Fund Transfer Charges,13346.07,22845.34,294628.08
01 Feb 2025,01 Feb 2025,,Mobile App MARYAM BEGUM,11510.52,362.37,327269.87
14 Nov 2024,14 Nov 2024,233221,Mobile App MARYAM BEGUM,24688.09,20306.95,231498.29
22 Jan 2025,22 Jan 2025,963689,Raast IBFT to IQRA PARVEEN,3719.65,9268.29,300671.85
21 Nov 2024,21 Nov 2024,,Mobile App MARYAM BEGUM,8166.19,18054.95,81088.36
31 Dec 2024,31 Dec 2024,601768,INET Inter Bank Fund Transfer Charges,3813.36,17300.02,279476.51
05 Dec 2024,05 Dec 2024,609108,Raast IBFT to IQRA PARVEEN,3216.86,8894.16,352513.46
26 Jan 2025,26 Jan 2025,126804,Raast IBFT to IQRA PARVEEN,22519.87,16999.77,246026.3
11 Nov 2024,11 Nov 2024,012661,INET Inter Bank Fund Transfer Charges,16030.58,24419.65,108202.69
09 Nov 2024,09 Nov 2024,462030,Mobile App MARYAM BEGUM,7171.75,1430.76,296138.79
03 Nov 2024,03 Nov 2024,,Mobile App MARYAM BEGUM,9674.95,12850.47,405191.24
03 Nov 2024,03 Nov 2024,046207,INET Inter Bank Fund Transfer Charges,24360.53,3807.55,379629.75
18 Nov 2024,18 Nov 2024,,Raast IBFT to IQRA PARVEEN,14442.59,12217.42,470722.85
11 Jan 2025,11 Jan 2025,111875,Mobile App MARYAM BEGUM,1693.14,20867.61,449528.22
19 Jan 2025,19 Jan 2025,264181,INET Inter Bank Fund Transfer Charges,2845.71,7705.0,130216.87
11 Jan 2025,11 Jan 2025,,Raast IBFT to IQRA PARVEEN,10740.06,18698.26,97503.61
03 Nov 2024,03 Nov 2024,894044,Mobile App MARYAM BEGUM,15999.26,21692.78,434340.28
08 Dec 2024,08 Dec 2024,699310,Mobile App MARYAM BEGUM,14120.26,7710.96,248492.98
13 Nov 2024,13 Nov 2024,,Mobile App MARYAM BEGUM,7728.03,2376.82,384582.4
18 Dec 2024,18 Dec 2024,,Raast IBFT to OMAR ZAMAN,9688.16,20741.34,326669.17
13 Dec 2024,13 Dec 2024,,Raast IBFT to OMAR ZAMAN,8538.96,9138.15,442769.54
03 Nov 2024,03 Nov 2024,990834,Raast IBFT to OMAR ZAMAN,6570.01,19769.76,142271.79
16 Nov 2024,16 Nov 2024,,Raast IBFT to IQRA PARVEEN,8116.52,19063.0,237784.13
05 Dec 2024,05 Dec 2024,449549,Raast IBFT to OMAR ZAMAN,19592.65,14526.34,364531.52
03 Dec 2024,03 Dec 2024,,INET Inter Bank Fund Transfer Charges,13723.18,6312.95,418300.72
19 Nov 2024,19 Nov 2024,768557,Mobile App MARYAM BEGUM,19050.58,20608.67,156528.77
17 Dec 2024,17 Dec 2024,,INET Inter Bank Fund Transfer Charges,19703.61,405.84,267399.04
09 Nov 2024,09 Nov 2024,118671,Mobile App MARYAM BEGUM,5084.18,14351.66,263441.98
18 Nov 2024,18 Nov 2024,197883,Raast IBFT to OMAR ZAMAN,1216.9,3941.07,91256.72
03 Dec 2024,03 Dec 2024,,Raast IBFT to OMAR ZAMAN,13994.02,3675.14,65606.75
28 Nov 2024,28 Nov 2024,981994,INET Inter Bank Fund Transfer Charges,24373.59,18221.05,474368.26
09 Jan 2025,09 Jan 2025,686087,Raast IBFT to OMAR ZAMAN,6069.31,21703.41,325990.56
29 Nov 2024,29 Nov 2024,621165,Raast IBFT to OMAR ZAMAN,7954.13,4662.05,128264.24
03 Nov 2024,03 Nov 2024,,Raast IBFT to OMAR ZAMAN,19750.85,7460.13,323973.55
21 Jan 2025,21 Jan 2025,557229,INET Inter Bank Fund Transfer Charges,4211.97,13437.88,326409.89
13 Jan 2025,13 Jan 2025,503679,Mobile App MARYAM BEGUM,18913.9,5551.8,397696.05
21 Dec 2024,21 Dec 2024,,Raast IBFT to OMAR ZAMAN,19812.86,12600.25,326432.61
29 Nov 2024,29 Nov 2024,,Raast IBFT to OMAR ZAMAN,13263.79,23284.03,441983.44
25 Dec 2024,25 Dec 2024,422475,INET Inter Bank Fund Transfer Charges,17297.9,1436.29,445284.81
18 Nov 2024,18 Nov 2024,992419,Mobile App MARYAM BEGUM,8017.76,1484.07,313972.83
29 Dec 2024,29 Dec 2024,053583,Raast IBFT to OMAR ZAMAN,13477.71,8386.32,91504.21
11 Jan 2025,11 Jan 2025,,Mobile App MARYAM BEGUM,8033.09,6122.21,412140.48
21 Jan 2025,21 Jan 2025,055183,Raast IBFT to IQRA PARVEEN,3023.03,22213.1,351646.73
17 Jan 2025,17 Jan 2025,713479,INET Inter Bank Fund Transfer Charges,18264.12,11346.41,458335.56
08 Jan 2025,08 Jan 2025,,INET Inter Bank Fund Transfer Charges,4770.5,4978.66,408047.55
16 Nov 2024,16 Nov 2024,,Mobile App MARYAM BEGUM,17970.64,10586.5,96626.59
07 Jan 2025,07 Jan 2025,549767,INET Inter Bank Fund Transfer Charges,7154.07,13839.77,391035.26
04 Nov 2024,04 Nov 2024,,Raast IBFT to IQRA PARVEEN,9435.61,20469.89,259679.64
05 Jan 2025,05 Jan 2025,,INET Inter Bank Fund Transfer Charges,13371.66,3431.91,86486.33
05 Nov 2024,05 Nov 2024,,Mobile App MARYAM BEGUM,11129.81,6219.05,315657.85
30 Dec 2024,30 Dec 2024,501505,Mobile App MARYAM BEGUM,6929.39,16250.15,452320.35
13 Dec 2024,13 Dec 2024,,Raast IBFT to IQRA PARVEEN,15485.98,23600.83,112404.41
10 Nov 2024,10 Nov 2024,144726,Mobile App MARYAM BEGUM,14306.32,13989.61,355389.12
29 Nov 2024,29 Nov 2024,,Raast IBFT to OMAR ZAMAN,10053.38,16441.8,10514.79
07 Feb 2025,07 Feb 2025,,Raast IBFT to OMAR ZAMAN,2388.36,5988.7,167139.7
19 Dec 2024,19 Dec 2024,,Mobile App MARYAM BEGUM,23316.97,11909.25,388650.97
18 Dec 2024,18 Dec 2024,,Raast IBFT to OMAR ZAMAN,2858.81,14157.01,51465.01
09 Jan 2025,09 Jan 2025,,Raast IBFT to IQRA PARVEEN,17541.11,4991.11,298318.76
10 Nov 2024,10 Nov 2024,881067,INET Inter Bank Fund Transfer Charges,22256.37,17109.23,372845.76
27 Nov 2024,27 Nov 2024,110728,Raast IBFT to IQRA PARVEEN,9246.58,9333.91,480397.98
26 Dec 2024,26 Dec 2024,,Mobile App MARYAM BEGUM,19076.25,4346.57,60487.98
03 Feb 2025,03 Feb 2025,,Raast IBFT to OMAR ZAMAN,16370.27,15846.81,309508.65
08 Jan 2025,08 Jan 2025,,Mobile App MARYAM BEGUM,2511.0,12034.7,69574.15
12 Dec 2024,12 Dec 2024,,Raast IBFT to IQRA PARVEEN,22098.92,16276.62,447965.62
16 Nov 2024,16 Nov 2024,,Raast IBFT to IQRA PARVEEN,7783.15,15672.56,124182.53
17 Dec 2024,17 Dec 2024,741225,Mobile App MARYAM BEGUM,2230.71,2714.12,93596.31
04 Feb 2025,04 Feb 2025,051360,Mobile App MARYAM BEGUM,13338.63,15917.29,273096.68
18 Jan 2025,18 Jan 2025,986489,Mobile App MARYAM BEGUM,11418.48,3509.76,137432.34
21 Jan 2025,21 Jan 2025,,Raast IBFT to OMAR ZAMAN,6118.76,9890.28,302482.2
06 Jan 2025,06 Jan 2025,737429,Raast IBFT to IQRA PARVEEN,19395.35,19029.38,382526.51
28 Nov 2024,28 Nov 2024,,Raast IBFT to IQRA PARVEEN,11565.42,17087.32,74144.69
20 Jan 2025,20 Jan 2025,,Raast IBFT to OMAR ZAMAN,3412.93,6240.67,410893.28
29 Nov 2024,29 Nov 2024,,INET Inter Bank Fund Transfer Charges,11523.92,9402.3,99932.26
26 Jan 2025,26 Jan 2025,319577,Raast IBFT to OMAR ZAMAN,18971.83,21491.88,320113.44
27 Jan 2025,27 Jan 2025,149625,INET Inter Bank Fund Transfer Charges,5831.51,10552.77,322516.34
23 Jan 2025,23 Jan 2025,478368,INET Inter Bank Fund Transfer Charges,5954.8,20182.84,158485.42
28 Nov 2024,28 Nov 2024,566318,INET Inter Bank Fund Transfer Charges,22873.85,3733.17,464272.21
09 Nov 2024,09 Nov 2024,957784,INET Inter Bank Fund Transfer Charges,10848.81,13271.83,393895.39
04 Feb 2025,04 Feb 2025,,Mobile App MARYAM BEGUM,8299.75,2055.36,173054.62
02 Jan 2025,02 Jan 2025,408141,Raast IBFT to OMAR ZAMAN,16944.34,520.26,463895.61
14 Dec 2024,14 Dec 2024,,Raast IBFT to IQRA PARVEEN,3219.73,18014.02,64997.68
18 Nov 2024,18 Nov 2024,,Raast IBFT to IQRA PARVEEN,1276.89,2690.4,312905.15
08 Jan 2025,08 Jan 2025,,Raast IBFT to OMAR ZAMAN,9679.26,4521.22,260332.96
22 Dec 2024,22 Dec 2024,,INET Inter Bank Fund Transfer Charges,12279.79,15956.72,438221.61
11 Jan 2025,11 Jan 2025,,Mobile App MARYAM BEGUM,10789.8,16485.18,17038.38
01 Jan 2025,01 Jan 2025,,Raast IBFT to OMAR ZAMAN,24940.42,455.55,372592.58
06 Feb 2025,06 Feb 2025,,Mobile App MARYAM BEGUM,15003.65,1699.59,453350.93
12 Dec 2024,12 Dec 2024,,Mobile App MARYAM BEGUM,8649.48,17132.24,63543.63
03 Nov 2024,03 Nov 2024,,Raast IBFT to IQRA PARVEEN,13597.12,16597.09,183043.36
26 Dec 2024,26 Dec 2024,990736,Mobile App MARYAM BEGUM,21842.91,9236.72,70419.57
07 Dec 2024,07 Dec 2024,,Mobile App MARYAM BEGUM,9925.65,3838.36,376326.75
20 Jan 2025,20 Jan 2025,,Mobile App MARYAM BEGUM,23720.41,15628.73,486879.03
11 Jan 2025,11 Jan 2025,047221,Raast IBFT to IQRA PARVEEN,6960.61,4969.83,384509.01
09 Feb 2025,09 Feb 2025,,Mobile App MARYAM BEGUM,4775.77,5807.79,59548.58
14 Jan 2025,14 Jan 2025,,Raast IBFT to OMAR ZAMAN,13856.42,11332.5,181112.58
21 Jan 2025,21 Jan 2025,205172,INET Inter Bank Fund Transfer Charges,18036.78,8137.88,173651.21
01 Nov 2024,01 Nov 2024,,Raast IBFT to IQRA PARVEEN,16310.93,4057.27,108871.96
17 Nov 2024,17 Nov 2024,,Raast IBFT to OMAR ZAMAN,4537.87,10402.75,204449.29
12 Jan 2025,12 Jan 2025,,INET Inter Bank Fund Transfer Charges,24701.45,22463.9,447570.7
06 Jan 2025,06 Jan 2025,,Raast IBFT to OMAR ZAMAN,1369.3,5748.44,198714.35
04 Nov 2024,04 Nov 2024,,Raast IBFT to OMAR ZAMAN,24751.35,2983.58,124316.54
21 Jan 2025,21 Jan 2025,653537,Mobile App MARYAM BEGUM,21814.1,17617.3,125977.89
14 Dec 2024,14 Dec 2024,538078,INET Inter Bank Fund Transfer Charges,15513.11,949.2,106449.65
13 Jan 2025,13 Jan 2025,,Raast IBFT to IQRA PARVEEN,20534.99,607.33,141530.08
02 Dec 2024,02 Dec 2024,910676,INET Inter Bank Fund Transfer Charges,14375.21,15709.89,46108.83
12 Nov 2024,12 Nov 2024,,Raast IBFT to OMAR ZAMAN,2532.23,16961.58,95362.26
30 Nov 2024,30 Nov 2024,612466,INET Inter Bank Fund Transfer Charges,5378.9,3198.78,436911.42
26 Nov 2024,26 Nov 2024,961076,Raast IBFT to IQRA PARVEEN,14668.6,14083.3,150279.69
13 Jan 2025,13 Jan 2025,809738,Raast IBFT to OMAR ZAMAN,9063.44,974.36,168690.0
06 Jan 2025,06 Jan 2025,168726,Mobile App MARYAM BEGUM,9649.05,10270.02,199099.25
28 Nov 2024,28 Nov 2024,217484,Mobile App MARYAM BEGUM,6831.53,12042.84,77873.69
25 Nov 2024,25 Nov 2024,,Raast IBFT to OMAR ZAMAN,10632.62,4413.6,138152.6
31 Dec 2024,31 Dec 2024,,Raast IBFT to OMAR ZAMAN,16069.16,19944.23,91413.16
06 Dec 2024,06 Dec 2024,,INET Inter Bank Fund Transfer Charges,3428.77,18607.86,287501.25
28 Nov 2024,28 Nov 2024,,INET Inter Bank Fund Transfer Charges,14105.73,629.71,415199.23
24 Dec 2024,24 Dec 2024,,INET Inter Bank Fund Transfer Charges,6124.28,23849.03,135357.28
08 Dec 2024,08 Dec 2024,486135,Raast IBFT to IQRA PARVEEN,3549.81,23880.41,398123.25
13 Jan 2025,13 Jan 2025,,INET Inter Bank Fund Transfer Charges,15166.36,524.66,250167.77
22 Dec 2024,22 Dec 2024,,Mobile App MARYAM BEGUM,2055.09,11281.65,178288.53
07 Nov 2024,07 Nov 2024,009365,Mobile App MARYAM BEGUM,5831.65,16906.21,129303.7
08 Jan 2025,08 Jan 2025,197085,Raast IBFT to IQRA PARVEEN,4549.19,15117.19,375833.92
30 Jan 2025,30 Jan 2025,530335,Mobile App MARYAM BEGUM,17959.69,16823.68,381933.53
11 Jan 2025,11 Jan 2025,416847,Mobile App MARYAM BEGUM,20550.26,19224.29,200205.79
24 Nov 2024,24 Nov 2024,,Mobile App MARYAM BEGUM,1337.07,4089.04,451379.28
10 Dec 2024,10 Dec 2024,747892,Raast IBFT to OMAR ZAMAN,3230.15,5411.9,364215.88
13 Jan 2025,13 Jan 2025,,Raast IBFT to OMAR ZAMAN,19322.15,15859.61,129053.49
12 Jan 2025,12 Jan 2025,,Raast IBFT to IQRA PARVEEN,9522.59,16734.44,191244.35
28 Dec 2024,28 Dec 2024,518496,INET Inter Bank Fund Transfer Charges,18341.5,19594.19,284465.53
07 Feb 2025,07 Feb 2025,,Raast IBFT to OMAR ZAMAN,8111.99,2122.46,202431.46
24 Dec 2024,24 Dec 2024,,Raast IBFT to OMAR ZAMAN,12013.55,17331.43,419146.53
23 Dec 2024,23 Dec 2024,642895,Raast IBFT to OMAR ZAMAN,13792.42,13191.53,274860.62
17 Jan 2025,17 Jan 2025,343293,INET Inter Bank Fund Transfer Charges,13940.91,7559.32,103137.05
21 Jan 2025,21 Jan 2025,022079,INET Inter Bank Fund Transfer Charges,11027.44,2329.4,266720.03
31 Jan 2025,31 Jan 2025,478245,Mobile App MARYAM BEGUM,23150.14,23597.37,171501.42
