Date,Value Date,Instrument No.,Particulars,Debit,Credit,Balance
19 Jan 2025,19 Jan 2025,180583,Raast IBFT to IQRA PARVEEN,2247.41,23646.53,232132.63
24 Nov 2024,24 Nov 2024,,Raast IBFT to IQRA PARVEEN,1890.69,19623.01,454282.06
07 Jan 2025,07 Jan 2025,,Raast IBFT to OMAR ZAMAN,12929.06,13240.92,306865.86
24 Dec 2024,24 Dec 2024,790342,Mobile App MARYAM BEGUM,3278.85,24138.33,493174.73
21 Jan 2025,21 Jan 2025,706242,Raast IBFT to IQRA PARVEEN,4585.59,13466.11,288565.0
18 Jan 2025,18 Jan 2025,336295,INET Inter Bank Fund Transfer Charges,21333.71,3058.99,77180.24
14 Jan 2025,14 Jan 2025,,Raast IBFT to OMAR ZAMAN,18484.76,16650.03,403079.74
04 Dec 2024,04 Dec 2024,,Raast IBFT to OMAR ZAMAN,12138.97,4862.43,151304.9
14 Dec 2024,14 Dec 2024,,Mobile App MARYAM BEGUM,12981.93,8554.39,374063.61
04 Jan 2025,04 Jan 2025,,Mobile App MARYAM BEGUM,21719.4,3807.2,399038.61
04 Nov 2024,04 Nov 2024,755302,Raast IBFT to IQRA PARVEEN,13473.39,23292.81,31155.89
31 Jan 2025,31 Jan 2025,749602,Raast IBFT to OMAR ZAMAN,2696.96,6164.26,98664.02
28 Jan 2025,28 Jan 2025,,Raast IBFT to OMAR ZAMAN,5606.29,20936.07,33743.83
09 Jan 2025,09 Jan 2025,,Raast IBFT to OMAR ZAMAN,4382.89,2052.09,85030.38
08 Nov 2024,08 Nov 2024,,Raast IBFT to OMAR ZAMAN,23875.41,20583.4,307885.1
05 Jan 2025,05 Jan 2025,058181,Raast IBFT to OMAR ZAMAN,6601.93,19189.91,340168.53
03 Feb 2025,03 Feb 2025,086787,Mobile App MARYAM BEGUM,4155.25,7556.78,380444.78
05 Nov 2024,05 Nov 2024,552302,Raast IBFT to IQRA PARVEEN,14672.13,8098.71,434008.78
26 Dec 2024,26 Dec 2024,,Raast IBFT to IQRA PARVEEN,18135.61,14192.96,340028.12
09 Feb 2025,09 Feb 2025,,Mobile App MARYAM BEGUM,21842.83,7890.03,68778.68
01 Dec 2024,01 Dec 2024,099672,Mobile App MARYAM BEGUM,13815.35,2783.6,491635.61
07 Nov 2024,07 Nov 2024,613597,Raast IBFT to IQRA PARVEEN,11087.66,20595.8,284136.76
26 Dec 2024,26 Dec 2024,966818,Raast IBFT to IQRA PARVEEN,18376.31,14671.58,303290.56
03 Jan 2025,03 Jan 2025,904656,Raast IBFT to OMAR ZAMAN,18445.53,24449.15,231935.68
20 Jan 2025,20 Jan 2025,,Raast IBFT to OMAR ZAMAN,7546.76,10342.12,184462.27
27 Nov 2024,27 Nov 2024,674119,Mobile App MARYAM BEGUM,10563.4,8072.53,35260.28
15 Jan 2025,15 Jan 2025,,Mobile App MARYAM BEGUM,13486.96,2920.35,24241.51
15 Jan 2025,15 Jan 2025,,Raast IBFT to OMAR ZAMAN,2581.53,6214.53,334270.91
07 Feb 2025,07 Feb 2025,471300,Mobile App MARYAM BEGUM,21679.53,16976.39,240726.01
11 Nov 2024,11 Nov 2024,600985,Mobile App MARYAM BEGUM,15636.17,3620.82,294752.01
01 Jan 2025,01 Jan 2025,,Raast IBFT to OMAR ZAMAN,12512.45,19663.21,77233.31
20 Nov 2024,20 Nov 2024,238040,Raast IBFT to IQRA PARVEEN,24173.84,16283.12,230768.72
05 Nov 2024,05 Nov 2024,385100,Raast IBFT to IQRA PARVEEN,5407.55,21211.81,259213.05
05 Jan 2025,05 Jan 2025,484781,Raast IBFT to OMAR ZAMAN,19786.09,11221.23,327169.39
02 Nov 2024,02 Nov 2024,038414,Raast IBFT to OMAR ZAMAN,13729.41,11537.07,250685.45
13 Dec 2024,13 Dec 2024,055391,Raast IBFT to OMAR ZAMAN,11208.28,22023.14,470989.5
21 Dec 2024,21 Dec 2024,147512,INET Inter Bank Fund Transfer Charges,15860.89,17787.38,195369.91
21 Dec 2024,21 Dec 2024,600053,Raast IBFT to OMAR ZAMAN,9010.27,16095.83,68102.54
27 Jan 2025,27 Jan 2025,,Mobile App MARYAM BEGUM,12798.07,21853.02,370403.23
29 Nov 2024,29 Nov 2024,,Raast IBFT to OMAR ZAMAN,3376.47,16213.74,155450.24
08 Dec 2024,08 Dec 2024,,Raast IBFT to OMAR ZAMAN,4605.42,2946.09,100940.67
22 Jan 2025,22 Jan 2025,,INET Inter Bank Fund Transfer Charges,5955.75,20068.15,341858.04
31 Dec 2024,31 Dec 2024,274372,INET Inter Bank Fund Transfer Charges,18453.93,13410.99,274759.04
18 Nov 2024,18 Nov 2024,,INET Inter Bank Fund Transfer Charges,21837.71,19976.31,403293.57
13 Nov 2024,13 Nov 2024,,Raast IBFT to IQRA PARVEEN,19466.64,19936.58,73537.45
11 Dec 2024,11 Dec 2024,,Raast IBFT to OMAR ZAMAN,13824.42,16839.79,408700.82
17 Nov 2024,17 Nov 2024,,Mobile App MARYAM BEGUM,17281.96,2539.5,256841.79
25 Jan 2025,25 Jan 2025,,Raast IBFT to OMAR ZAMAN,12063.32,16583.97,482813.73
16 Jan 2025,16 Jan 2025,544375,Raast IBFT to OMAR ZAMAN,5339.98,21254.82,470733.51
09 Feb 2025,09 Feb 2025,,INET Inter Bank Fund Transfer Charges,6381.28,4279.85,55426.97
24 Nov 2024,24 Nov 2024,,Raast IBFT to IQRA PARVEEN,13117.94,5545.17,173666.72
24 Dec 2024,24 Dec 2024,,INET Inter Bank Fund Transfer Charges,24394.23,2985.78,272024.68
26 Jan 2025,26 Jan 2025,739159,Raast IBFT to OMAR ZAMAN,10323.92,313.99,105019.23
16 Nov 2024,16 Nov 2024,,Raast IBFT to IQRA PARVEEN,2009.95,5652.95,357511.67
01 Nov 2024,01 Nov 2024,,Raast IBFT to OMAR ZAMAN,11852.06,18243.36,450928.82
02 Nov 2024,02 Nov 2024,777414,Raast IBFT to IQRA PARVEEN,19004.53,13630.75,222174.57
12 Jan 2025,12 Jan 2025,,INET Inter Bank Fund Transfer Charges,23748.83,2526.21,285488.49
01 Dec 2024,01 Dec 2024,768275,Raast IBFT to IQRA PARVEEN,19985.53,13198.14,320430.08
28 Nov 2024,28 Nov 2024,132411,Raast IBFT to IQRA PARVEEN,4404.49,2231.89,316395.27
05 Feb 2025,05 Feb 2025,,INET Inter Bank Fund Transfer Charges,24584.49,6002.88,392988.31
21 Dec 2024,21 Dec 2024,,Raast IBFT to IQRA PARVEEN,8614.94,15055.44,78985.63
16 Dec 2024,16 Dec 2024,795045,Mobile App MARYAM BEGUM,12804.71,10924.75,375300.33
07 Jan 2025,07 Jan 2025,456519,INET Inter Bank Fund Transfer Charges,22329.03,5752.58,259871.76
13 Nov 2024,13 Nov 2024,,Mobile App MARYAM BEGUM,17378.31,8219.77,179757.06
19 Dec 2024,19 Dec 2024,339217,Raast IBFT to OMAR ZAMAN,16871.05,9905.52,88284.11
09 Nov 2024,09 Nov 2024,558784,Mobile App MARYAM BEGUM,23411.8,17544.52,457832.87
09 Feb 2025,09 Feb 2025,,Raast IBFT to IQRA PARVEEN,8906.65,21293.31,368540.01
29 Nov 2024,29 Nov 2024,330368,Raast IBFT to OMAR ZAMAN,17405.5,16169.23,372344.45
27 Nov 2024,27 Nov 2024,496517,INET Inter Bank Fund Transfer Charges,2139.98,10433.62,184726.26
25 Jan 2025,25 Jan 2025,,Mobile App MARYAM BEGUM,16176.74,3857.98,190267.93
24 Jan 2025,24 Jan 2025,209928,Raast IBFT to IQRA PARVEEN,10641.25,4161.65,356918.42
05 Feb 2025,05 Feb 2025,,Raast IBFT to IQRA PARVEEN,5550.64,22438.16,90290.21
26 Dec 2024,26 Dec 2024,857383,Mobile App MARYAM BEGUM,8400.41,15267.16,113520.59
12 Dec 2024,12 Dec 2024,,Raast IBFT to OMAR ZAMAN,24379.58,19482.76,298040.61
04 Dec 2024,04 Dec 2024,344600,INET Inter Bank Fund Transfer Charges,5572.76,20656.32,113751.16
11 Nov 2024,11 Nov 2024,,Raast IBFT to IQRA PARVEEN,21913.23,4137.05,459238.39
12 Jan 2025,12 Jan 2025,405974,Raast IBFT to OMAR ZAMAN,17555.84,11739.91,103320.22
05 Dec 2024,05 Dec 2024,146322,Mobile App MARYAM BEGUM,7849.31,23844.31,458352.68
03 Nov 2024,03 Nov 2024,,INET Inter Bank Fund Transfer Charges,22501.13,11227.78,353809.96
31 Dec 2024,31 Dec 2024,171599,INET Inter Bank Fund Transfer Charges,12659.7,24447.18,393606.84
11 Jan 2025,11 Jan 2025,,Raast IBFT to IQRA PARVEEN,14982.71,7930.76,153834.81
15 Dec 2024,15 Dec 2024,136757,Raast IBFT to IQRA PARVEEN,23009.5,16725.39,55518.49
17 Jan 2025,17 Jan 2025,,INET Inter Bank Fund Transfer Charges,7064.87,18507.29,321001.82
20 Dec 2024,20 Dec 2024,,INET Inter Bank Fund Transfer Charges,4112.0,17454.56,87090.51
27 Jan 2025,27 Jan 2025,667037,INET Inter Bank Fund Transfer Charges,23033.1,4090.17,194097.24
27 Dec 2024,27 Dec 2024,,Raast IBFT to OMAR ZAMAN,16027.41,2309.56,375112.0
12 Nov 2024,12 Nov 2024,489468,Raast IBFT to IQRA PARVEEN,16624.74,8577.58,489534.74
19 Nov 2024,19 Nov 2024,,Raast IBFT to OMAR ZAMAN,12848.69,7395.17,419247.82
04 Nov 2024,04 Nov 2024,,Raast IBFT to IQRA PARVEEN,22904.48,19798.96,119038.4
11 Dec 2024,11 Dec 2024,963353,Mobile App MARYAM BEGUM,21502.15,17816.41,474357.9
16 Nov 2024,16 Nov 2024,259126,Mobile App MARYAM BEGUM,19072.09,7711.51,422553.84
24 Jan 2025,24 Jan 2025,,INET Inter Bank Fund Transfer Charges,15638.76,10244.3,153655.34
18 Jan 2025,18 Jan 2025,,Raast IBFT to OMAR ZAMAN,13926.88,4385.25,462500.98
04 Feb 2025,04 Feb 2025,,Raast IBFT to IQRA PARVEEN,4243.8,24026.65,408444.95
29 Nov 2024,29 Nov 2024,,Raast IBFT to OMAR ZAMAN,8015.33,4333.94,236446.57
03 Nov 2024,03 Nov 2024,229892,Raast IBFT to IQRA PARVEEN,1617.44,5749.76,257384.15
01 Nov 2024,01 Nov 2024,245497,Mobile App MARYAM BEGUM,19732.02,12174.22,49637.73
22 Nov 2024,22 Nov 2024,,Raast IBFT to OMAR ZAMAN,15310.98,3376.91,334150.33
08 Feb 2025,08 Feb 2025,,INET Inter Bank Fund Transfer Charges,17197.55,12087.44,207998.15
30 Nov 2024,30 Nov 2024,091508,Raast IBFT to OMAR ZAMAN,10715.22,10872.1,447004.09
03 Feb 2025,03 Feb 2025,,Raast IBFT to IQRA PARVEEN,1255.99,3446.98,123596.2
08 Feb 2025,08 Feb 2025,368798,INET Inter Bank Fund Transfer Charges,15932.88,4839.26,75192.24
06 Dec 2024,06 Dec 2024,304569,INET Inter Bank Fund Transfer Charges,9642.56,9429.03,82307.26
06 Feb 2025,06 Feb 2025,483593,Raast IBFT to IQRA PARVEEN,14817.82,17745.65,275890.32
15 Jan 2025,15 Jan 2025,925974,Raast IBFT to IQRA PARVEEN,14515.5,11893.26,206119.49
30 Jan 2025,30 Jan 2025,776003,Raast IBFT to OMAR ZAMAN,22564.98,7998.4,290334.74
14 Dec 2024,14 Dec 2024,704567,Mobile App MARYAM BEGUM,23755.38,6856.52,216014.92
30 Jan 2025,30 Jan 2025,,Raast IBFT to IQRA PARVEEN,23018.83,1336.69,498630.17
19 Dec 2024,19 Dec 2024,,INET Inter Bank Fund Transfer Charges,6046.81,10802.82,37229.07
05 Dec 2024,05 Dec 2024,,INET Inter Bank Fund Transfer Charges,19556.94,17324.92,366056.01
17 Jan 2025,17 Jan 2025,,Mobile App MARYAM BEGUM,6900.77,14347.5,193635.37
31 Dec 2024,31 Dec 2024,644412,INET Inter Bank Fund Transfer Charges,20452.13,24725.44,98821.84
04 Jan 2025,04 Jan 2025,,Raast IBFT to IQRA PARVEEN,9580.59,23025.96,31644.6
08 Jan 2025,08 Jan 2025,382752,Raast IBFT to IQRA PARVEEN,12476.85,20200.24,173498.77
07 Jan 2025,07 Jan 2025,,Raast IBFT to IQRA PARVEEN,6951.29,5842.76,276533.45
07 Feb 2025,07 Feb 2025,570729,Mobile App MARYAM BEGUM,21889.65,962.78,172489.9
25 Jan 2025,25 Jan 2025,,INET Inter Bank Fund Transfer Charges,11045.1,8508.2,19592.27
18 Jan 2025,18 Jan 2025,276544,Mobile App MARYAM BEGUM,10704.1,8046.65,410869.87
05 Dec 2024,05 Dec 2024,,INET Inter Bank Fund Transfer Charges,15040.73,23629.1,88976.18
20 Dec 2024,20 Dec 2024,,INET Inter Bank Fund Transfer Charges,17246.08,9686.85,149470.29
09 Dec 2024,09 Dec 2024,728624,Mobile App MARYAM BEGUM,4707.42,9361.55,21097.67
07 Jan 2025,07 Jan 2025,702537,Raast IBFT to IQRA PARVEEN,20399.71,4651.22,58652.64
22 Dec 2024,22 Dec 2024,,INET Inter Bank Fund Transfer Charges,16671.35,12419.49,204003.16
28 Dec 2024,28 Dec 2024,,Raast IBFT to IQRA PARVEEN,21609.01,9308.86,406972.03
07 Feb 2025,07 Feb 2025,053527,Raast IBFT to OMAR ZAMAN,24986.75,17159.98,93454.53
23 Jan 2025,23 Jan 2025,588565,Raast IBFT to OMAR ZAMAN,2647.64,10965.48,462985.18
20 Jan 2025,20 Jan 2025,435935,Raast IBFT to IQRA PARVEEN,8244.07,17033.16,284392.81
10 Nov 2024,10 Nov 2024,381439,Raast IBFT to IQRA PARVEEN,8793.39,23417.23,86350.58
10 Dec 2024,10 Dec 2024,,Raast IBFT to OMAR ZAMAN,23965.8,18294.83,203965.07
25 Dec 2024,25 Dec 2024,852219,Raast IBFT to IQRA PARVEEN,2431.7,13487.01,281278.86
01 Feb 2025,01 Feb 2025,879887,Mobile App MARYAM BEGUM,18692.75,22911.39,160406.35
07 Nov 2024,07 Nov 2024,,Raast IBFT to IQRA PARVEEN,15526.75,21014.78,28188.23
31 Jan 2025,31 Jan 2025,,Raast IBFT to OMAR ZAMAN,7319.06,24771.18,464067.46
03 Jan 2025,03 Jan 2025,574480,INET Inter Bank Fund Transfer Charges,22034.9,8798.91,54512.11
17 Nov 2024,17 Nov 2024,,Mobile App MARYAM BEGUM,21494.52,1405.5,93505.15
01 Nov 2024,01 Nov 2024,449653,Mobile App MARYAM BEGUM,13123.17,22269.34,44991.6
05 Jan 2025,05 Jan 2025,,Raast IBFT to OMAR ZAMAN,12463.45,8350.38,224480.48
26 Dec 2024,26 Dec 2024,,Raast IBFT to OMAR ZAMAN,13855.5,13019.4,13696.46
21 Dec 2024,21 Dec 2024,654051,INET Inter Bank Fund Transfer Charges,11903.45,8060.15,168573.35
19 Dec 2024,19 Dec 2024,,Mobile App MARYAM BEGUM,1891.48,24775.89,454936.19
08 Jan 2025,08 Jan 2025,017200,Raast IBFT to IQRA PARVEEN,8253.97,16936.05,42109.18
15 Nov 2024,15 Nov 2024,841315,Raast IBFT to IQRA PARVEEN,5991.31,8234.16,268425.64
02 Dec 2024,02 Dec 2024,,Raast IBFT to OMAR ZAMAN,5219.49,48.92,140232.87
11 Jan 2025,11 Jan 2025,,INET Inter Bank Fund Transfer Charges,17195.03,13914.54,161654.74
28 Nov 2024,28 Nov 2024,,Mobile App MARYAM BEGUM,16304.18,16401.91,184593.69
16 Dec 2024,16 Dec 2024,092130,Raast IBFT to OMAR ZAMAN,6816.89,15321.51,90615.09
29 Dec 2024,29 Dec 2024,444567,Mobile App MARYAM BEGUM,19370.65,21117.46,458929.75
03 Jan 2025,03 Jan 2025,615643,Raast IBFT to OMAR ZAMAN,10970.57,4668.66,486346.62
08 Feb 2025,08 Feb 2025,,Mobile App MARYAM BEGUM,1661.3,9612.14,140265.87
17 Nov 2024,17 Nov 2024,840736,Raast IBFT to IQRA PARVEEN,23754.95,22415.32,444947.33
07 Dec 2024,07 Dec 2024,,Raast IBFT to IQRA PARVEEN,14783.17,21483.22,201969.88
23 Nov 2024,23 Nov 2024,,Raast IBFT to OMAR ZAMAN,2922.63,3338.64,231569.51
29 Dec 2024,29 Dec 2024,879090,Raast IBFT to OMAR ZAMAN,15246.38,19268.55,347333.03
28 Nov 2024,28 Nov 2024,,Raast IBFT to IQRA PARVEEN,21530.08,1751.44,203570.92
02 Jan 2025,02 Jan 2025,311867,INET Inter Bank Fund Transfer Charges,8912.53,4995.81,424945.57
01 Feb 2025,01 Feb 2025,,Raast IBFT to OMAR ZAMAN,19148.16,7783.13,210548.84
02 Nov 2024,02 Nov 2024,414849,Raast IBFT to IQRA PARVEEN,6306.54,14174.97,470276.16
26 Dec 2024,26 Dec 2024,537829,Raast IBFT to IQRA PARVEEN,2930.94,23797.84,33060.71
07 Feb 2025,07 Feb 2025,,Raast IBFT to OMAR ZAMAN,14225.82,12920.5,37052.83
27 Dec 2024,27 Dec 2024,,Mobile App MARYAM BEGUM,13318.75,13624.71,321361.08
30 Dec 2024,30 Dec 2024,,Mobile App MARYAM BEGUM,15983.22,3177.79,450867.46
05 Feb 2025,05 Feb 2025,663033,Mobile App MARYAM BEGUM,2748.39,7785.34,466261.6
27 Dec 2024,27 Dec 2024,371255,Mobile App MARYAM BEGUM,4346.92,23691.72,157504.66
02 Feb 2025,02 Feb 2025,144563,Raast IBFT to OMAR ZAMAN,9468.11,19148.26,266488.37
06 Nov 2024,06 Nov 2024,431907,Raast IBFT to OMAR ZAMAN,6833.59,7677.36,488036.24
30 Nov 2024,30 Nov 2024,504758,INET Inter Bank Fund Transfer Charges,24986.99,23475.33,300758.85
28 Dec 2024,28 Dec 2024,303577,Raast IBFT to OMAR ZAMAN,4245.91,13498.1,346512.59
28 Jan 2025,28 Jan 2025,,Raast IBFT to OMAR ZAMAN,11475.75,20262.52,360129.56
30 Nov 2024,30 Nov 2024,,Raast IBFT to OMAR ZAMAN,24278.68,23685.76,149427.81
05 Dec 2024,05 Dec 2024,,Raast IBFT to IQRA PARVEEN,13811.9,12397.02,45353.35
27 Nov 2024,27 Nov 2024,165316,Raast IBFT to OMAR ZAMAN,8534.57,10910.62,50905.79
06 Nov 2024,06 Nov 2024,,Mobile App MARYAM BEGUM,8644.32,7808.86,72732.53
14 Dec 2024,14 Dec 2024,,Raast IBFT to OMAR ZAMAN,9546.15,11694.12,388828.53
20 Nov 2024,20 Nov 2024,546188,INET Inter Bank Fund Transfer Charges,4581.74,15319.62,392318.22
16 Jan 2025,16 Jan 2025,584889,Mobile App MARYAM BEGUM,21794.19,17132.18,86332.84
04 Dec 2024,04 Dec 2024,,Raast IBFT to IQRA PARVEEN,2525.62,16772.15,375918.46
14 Nov 2024,14 Nov 2024,670394,Raast IBFT to IQRA PARVEEN,22473.32,9011.61,435873.76
18 Jan 2025,18 Jan 2025,477538,Raast IBFT to IQRA PARVEEN,4257.78,17380.97,245100.96
22 Jan 2025,22 Jan 2025,,Raast IBFT to OMAR ZAMAN,19767.14,4185.34,164495.02
24 Nov 2024,24 Nov 2024,,Raast IBFT to OMAR ZAMAN,14248.51,16161.14,310353.94
27 Jan 2025,27 Jan 2025,,INET Inter Bank Fund Transfer Charges,3541.93,20023.65,184749.23
02 Dec 2024,02 Dec 2024,,Mobile App MARYAM BEGUM,11709.52,12632.77,462950.66
15 Jan 2025,15 Jan 2025,140947,Raast IBFT to IQRA PARVEEN,22483.25,19277.09,347750.93
15 Jan 2025,15 Jan 2025,,Raast IBFT to IQRA PARVEEN,12868.33,14927.5,360890.27
16 Nov 2024,16 Nov 2024,723160,Raast IBFT to OMAR ZAMAN,3375.71,16279.3,97831.76
05 Dec 2024,05 Dec 2024,,INET Inter Bank Fund Transfer Charges,8602.86,11208.13,311301.85
08 Feb 2025,08 Feb 2025,788902,INET Inter Bank Fund Transfer Charges,7830.15,16636.38,37978.18
08 Nov 2024,08 Nov 2024,,Mobile App MARYAM BEGUM,21809.44,15052.53,427786.7
24 Jan 2025,24 Jan 2025,,Raast IBFT to IQRA PARVEEN,13237.04,21618.4,120643.83
29 Dec 2024,29 Dec 2024,,Raast IBFT to IQRA PARVEEN,23250.61,24993.58,105472.88
28 Dec 2024,28 Dec 2024,437266,INET Inter Bank Fund Transfer Charges,9385.31,23142.05,366458.2
02 Dec 2024,02 Dec 2024,,Raast IBFT to IQRA PARVEEN,12311.13,7022.75,452546.4
04 Jan 2025,04 Jan 2025,069406,Raast IBFT to OMAR ZAMAN,7317.97,16327.86,260461.85
07 Dec 2024,07 Dec 2024,,Raast IBFT to OMAR ZAMAN,24029.7,7693.22,394971.89
28 Jan 2025,28 Jan 2025,,Raast IBFT to IQRA PARVEEN,8575.47,20498.53,43950.31
25 Jan 2025,25 Jan 2025,799869,INET Inter Bank Fund Transfer Charges,21334.53,16422.49,354502.97
08 Jan 2025,08 Jan 2025,856435,INET Inter Bank Fund Transfer Charges,12680.49,778.1,326013.63
15 Nov 2024,15 Nov 2024,937700,INET Inter Bank Fund Transfer Charges,12722.43,11800.04,26739.74
30 Nov 2024,30 Nov 2024,439770,Raast IBFT to OMAR ZAMAN,17303.39,13577.42,88894.78
02 Feb 2025,02 Feb 2025,715956,Raast IBFT to IQRA PARVEEN,23176.63,9112.15,199925.93
06 Dec 2024,06 Dec 2024,640762,Raast IBFT to OMAR ZAMAN,8668.88,22684.25,147902.79
21 Jan 2025,21 Jan 2025,,INET Inter Bank Fund Transfer Charges,9476.65,4402.03,458657.97
24 Jan 2025,24 Jan 2025,,INET Inter Bank Fund Transfer Charges,23823.29,8000.2,39118.17
18 Dec 2024,18 Dec 2024,,Raast IBFT to IQRA PARVEEN,6867.03,16032.78,300429.28
20 Dec 2024,20 Dec 2024,189523,Mobile App MARYAM BEGUM,20788.22,11607.37,290442.48
13 Jan 2025,13 Jan 2025,,Mobile App MARYAM BEGUM,2618.11,16478.29,342177.52
16 Dec 2024,16 Dec 2024,,Raast IBFT to IQRA PARVEEN,3862.9,12598.68,278814.68
28 Dec 2024,28 Dec 2024,370413,Mobile App MARYAM BEGUM,4092.35,3852.27,115900.64
28 Dec 2024,28 Dec 2024,,Raast IBFT to IQRA PARVEEN,13459.01,20943.32,80928.22
20 Jan 2025,20 Jan 2025,,Raast IBFT to IQRA PARVEEN,17085.69,11352.4,347946.63
21 Jan 2025,21 Jan 2025,934840,Raast IBFT to IQRA PARVEEN,6600.79,23409.31,130604.99
24 Nov 2024,24 Nov 2024,017694,Mobile App MARYAM BEGUM,12268.71,15555.42,424017.5
